00005967,00006592
00007673,00008388
00000678,00003878
00002339,00005596
00001522,00002537
00005967,00008604
00003817,0000985:
00004484,00000093
00000706,00007853
00007481,00005034
00001026,00008519
00001311,00006485
00005501,00003326
0000481:,00005986
00005917,0000332:
00009147,00005532
00006629,00009826
00006915,00003782
0000365:,00000669
00003753,00003769
00002587,00006238
00001921,00009299
00009616,00005086
00009931,00009631
00002181,00008566
00001106,00005964
00001313,00004862
00008233,00004802
00001279,00001575
00009398,00006906
00005239,00002217
00007471,00008022
00002545,00001236
00001491,00006215
00003917,00001719
00000687,00000554
00008782,00002069
00000913,00007527
00002532,00009556
00005463,0000362:
0000886:,00007792
0000308:,00000181
00003777,00005617
00003321,00004199
00000306,00004636
00006005,00004353
00007769,00008511
0000504:,00005785
00006261,00006418
00004107,0000259:
00009895,00003392
00006266,00008531
00001236,00002349
00009877,00003864
00008279,00004514
0000038:,00009005
00005161,00005724
00009956,0000716:
00001587,00008598
00006435,00008878
00000191,00005594
00001579,00002005
00003283,00000122
0000715:,00003734
00007057,00007848
00004588,00007731
00008725,00005114
00003208,00000287
00009966,00006487
00004381,00009536
00009723,0000713:
00009523,00004183
00001388,00001296
00001472,00006903
00004358,00008325
0000594:,00001661
00008197,0000031:
00008464,00009862
00008765,00009121
00007112,00005458
00003856,00005718
00003702,00006286
00006335,00007452
00000304,00004289
00004746,00009719
00001014,00001983
00005891,00006121
00005039,00001061
00006554,00002738
00002732,00005735
00003781,00008696
00008098,00002644
00004207,00002108
00007084,00004086
00001125,00001443
00004678,00001823
00002822,00002124
00009882,00006353
00005309,00000908
00005784,00006094
00009532,00003547
00008177,00001805
00005016,00004994
00002977,00004366
00007567,00000855
00003951,00008332
00002506,00000964
00005067,00008568
0000600:,00007341
0000775:,00004716
00004882,00004473
00009805,00006054
00000372,00000854
00006068,00004295
00007421,00008372
00006586,00003489
00008761,00003482
00002993,00005887
00009951,00005546
00000721,00009555
00009326,00001124
00000504,00000187
00008122,0000619:
00006709,00008585
00002877,00000695
0000001:,00008006
00001808,00006266
00004012,00007679
00006472,00000796
00009585,00000988
00000335,00000141
00004039,0000475:
00005488,00000936
00009126,00004375
00001325,0000499:
00006569,00002115
00003285,00006417
00002036,00004089
00002294,0000164:
00005284,00007455
00006699,00000395
00004127,00009837
00003989,00008424
00008176,00004747
00000635,00001478
00008537,00009767
00005734,00007071
00000222,00005261
00002509,00002273
00009929,0000165:
00001752,00007055
00004425,00008766
00002531,00007149
00003665,00005591
0000612:,00006312
00009091,00009387
00005802,00005182
00008348,00009415
00003641,00009388
00000449,00000882
00006739,00000594
00008787,00001142
0000527:,00002731
0000878:,00002026
00005358,00002112
00007325,00007581
0000863:,0000815:
00005138,00006294
00002598,00003879
00008854,00006754
00004066,00008899
00009013,00009035
00003584,00003795
00009199,00003988
00008161,00000477
00001602,00005352
00000341,00000863
00002726,00003247
0000195:,00006092
00007934,00004942
00006712,00007243
00002239,00008435
00007815,00003772
00009109,00008452
00008253,0000581:
00000527,00000043
00005931,00006328
0000205:,00001751
00004103,00008921
00008402,00004928
0000404:,00008637
00003306,00000061
00007477,00000963
00000472,0000437:
00005777,00007891
00004563,00006256
00005165,00002855
00008028,00004331
00008225,00003614
00002801,00007084
