1,9
1,16
1,20
1,5
1,18
1,20
1,16
1,4
1,3
1,2
1,20
1,13
1,13
1,7
1,7
1,6
1,15
1,17
1,12
1,19
1,22
1,20
1,12
2,8
2,9
2,17
2,11
2,2
2,4
2,18
2,4
2,10
2,20
2,8
2,13
3,8
3,1
3,14
3,16
3,10
3,11
3,19
3,20
3,10
3,7
3,3
3,21
3,13
3,6
3,19
3,12
3,7
3,3
3,9
3,2
3,3
4,24
4,16
4,14
5,9
5,6
5,10
5,24
5,22
6,3
6,23
7,13
7,5
7,21
7,1
8,22
8,9
8,15
8,16
8,23
9,10
9,2
9,16
9,8
10,18
10,2
10,8
11,13
11,24
11,8
11,3
11,18
11,15
11,5
12,6
12,6
12,12
12,21
12,16
13,13
13,21
13,10
13,3
14,15
14,21
14,6
14,1
14,8
14,17
14,6
14,1
14,13
14,12
14,16
14,24
14,9
14,1
14,5
14,5
14,17
14,19
15,11
15,20
15,15
15,21
15,19
15,7
15,3
16,6
16,1
16,3
16,18
16,20
16,13
16,8
17,3
17,17
17,15
17,5
17,20
17,3
17,4
17,2
17,24
17,9
17,11
17,22
17,21
17,17
17,12
17,20
17,17
18,9
18,22
18,4
18,10
18,17
18,1
18,17
18,21
18,16
18,9
18,12
18,22
18,6
18,23
18,11
18,18
18,6
18,14
18,18
18,13
19,7
19,1
19,9
19,11
19,2
19,4
19,15
19,17
19,6
19,20
19,19
20,7
20,21
20,13
20,16
20,4
20,21
20,18
20,20
20,11
20,15
20,7
20,23
20,1
20,23
20,11
21,5
21,13
21,18
21,15
21,19
21,21
21,2
21,11
21,24
21,21
21,16
21,10
21,15
21,6
21,5
21,19
21,18
21,20
21,9
22,5
22,17
22,5
22,5
22,3
22,24
22,3
22,7
22,19
22,18
22,7
22,8
22,21
22,4
22,4
22,12
22,13
22,14
22,10
22,24
22,20
22,5
22,24
23,2
23,11
23,11
23,11
23,21
23,9
23,9
23,10
24,8
24,10
24,3
24,18
24,24
24,19
24,19
24,2
24,13
25,11
25,15
25,6
26,9
26,7
26,16
26,21
26,24
26,15
26,13
26,19
26,6
26,4
26,23
27,24
27,15
27,4
27,6
27,10
27,14
27,15
27,23
27,4
27,11
27,14
27,3
28,11
28,9
28,2
28,3
28,9
28,16
28,19
28,20
28,4
28,14
28,12
28,6
28,22
28,23
28,9
28,13
28,19
28,16
28,7
28,20
28,16
28,24
29,20
29,14
29,19
29,23
29,11
29,6
29,15
29,11
29,6
29,24
29,16
29,11
30,9
30,5
30,6
30,7
30,6
30,22
30,10
30,9
30,14
30,11
30,21
30,8
30,2
30,17
30,14
30,24
30,2
31,8
31,9
31,23
31,5
31,13
31,8
31,4
31,3
31,5
31,6
31,9
31,7
31,7
31,14
31,5
31,4
31,15
31,15
31,23
31,16
32,22
32,8
32,10
32,7
32,11
32,18
32,5
32,12
32,15
32,23
32,17
33,6
33,12
33,8
33,17
33,9
33,19
33,14
33,11
33,1
33,1
33,6
33,16
33,6
33,10
34,7
34,18
34,12
34,18
34,11
34,5
34,11
34,5
34,7
34,1
35,15
35,20
35,6
35,21
35,14
35,11
35,6
35,8
35,4
36,13
36,7
36,5
36,15
37,12
37,21
37,8
37,13
37,6
37,2
37,12
37,21
37,10
37,11
37,8
37,3
37,23
37,12
37,13
37,22
37,2
37,13
37,23
38,8
38,14
38,13
38,6
38,2
38,19
38,5
38,16
38,21
38,18
38,9
38,16
39,9
39,13
40,11
40,3
40,7
40,17
40,6
40,11
40,11
40,8
41,1
41,10
41,21
41,6
41,7
41,24
41,16
41,20
41,12
41,10
41,17
41,3
41,1
41,4
41,16
41,3
41,15
41,7
41,4
41,12
41,10
41,3
41,7
42,2
42,5
42,23
42,6
42,24
42,12
42,11
42,14
42,20
42,22
42,17
43,1
43,11
43,23
43,24
43,3
43,21
43,13
43,6
43,19
43,11
43,19
43,15
43,6
43,19
43,22
43,15
43,3
43,4
43,19
43,24
43,20
43,9
43,4
43,6
44,20
44,15
44,9
44,12
44,20
44,22
45,8
45,1
45,20
45,6
45,12
45,16
45,11
45,4
45,18
45,18
45,7
45,17
45,8
46,23
46,1
46,7
46,17
46,23
47,8
47,7
47,24
47,2
47,17
47,9
47,22
47,15
47,5
47,20
47,24
47,15
47,24
47,4
47,11
47,8
47,9
47,4
47,9
47,1
47,24
47,3
48,17
48,15
48,12
48,16
48,18
48,3
48,20
48,4
49,12
49,22
49,15
49,5
49,11
49,6
49,10
49,13
49,14
49,5
49,9
49,1
49,13
49,10
49,23
49,1
49,5
49,9
49,24
49,22
50,12
50,3
50,13
50,1
50,19
50,4
50,13
50,18
50,12
50,21
50,20
50,14
50,1
50,12
50,3
50,1
50,21
50,14
50,8
50,14
51,21
51,3
51,7
51,11
